"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_D12","2002","Single year","3.03449457178612","2.49148606555824","3.577503078014","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2003","Single year","2.6814310897038","2.17571956170094","3.18714261770665","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2004","Single year","2.4679172351009","1.98655838158799","2.94927608861381","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2005","Single year","2.40411167108779","1.93272182336009","2.87550151881549","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2006","Single year","1.79963661483575","1.39464143923195","2.20463179043955","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2007","Single year","1.87756322931051","1.46545708149432","2.2896693771267","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2008","Single year","2.42412577256496","1.95677983526393","2.89147170986598","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2009","Single year","2.41216508562425","1.94874120464695","2.87558896660155","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2010","Single year","1.65726938956849","1.27599788398482","2.03854089515215","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2011","Single year","2.24235782485265","1.79824507957877","2.68647057012654","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2012","Single year","1.7373263617023","1.34677020133182","2.12788252207279","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2013","Single year","2.23406573568648","1.79086499614693","2.67726647522604","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2014","Single year","1.62855563349865","1.25402649249829","2.00308477449902","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2015","Single year","1.89743496892488","1.50063339015001","2.29423654769974","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2016","Single year","2.08520069127169","1.66958918140329","2.5008122011401","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2017","Single year","2.24122844265566","1.81997926769155","2.66247761761976","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2018","Single year","1.73322736007618","1.36604354352432","2.10041117662804","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_M11","2000","Single year","441","399.840756324658","482.159243675341","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2001","Single year","440","398.887448618391","481.112551381608","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2002","Single year","422","381.737168227595","462.262831772404","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2003","Single year","465","422.735613672705","507.264386327294","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2004","Single year","437","396.027844764482","477.972155235517","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2005","Single year","405","365.556485674053","444.443514325946","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2006","Single year","391","352.244221090379","429.75577890962","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2007","Single year","427","386.49934671593","467.500653284069","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2008","Single year","365","327.554940652292","402.445059347707","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2009","Single year","394","355.09582573356","432.904174266439","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2010","Single year","384","345.592706589157","422.407293410842","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2011","Single year","291","257.565519043628","324.434480956371","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2012","Single year","319","283.993923901679","354.00607609832","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2013","Single year","254","222.763314188981","285.236685811018","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2014","Single year","288","254.738308215607","321.261691784392","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2015","Single year","320","284.939098376936","355.060901623063","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2016","Single year","324","288.720648278279","359.279351721721","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2017","Single year","390","351.293812638407","428.706187361592","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2018","Single year","381","342.743029253684","419.256970746315","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2000","Single year","11.4757488248127","10.4031072124305","12.548390437195","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2001","Single year","11.3846901556843","10.3202417816202","12.4491385297483","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2002","Single year","10.7102788942212","9.68823210831715","11.7323256801253","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2003","Single year","11.5450505251135","10.4957075669167","12.5943934833104","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2004","Single year","10.6573519925","9.65804331404344","11.6566606709566","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2005","Single year","9.7327985323674","8.78460951382798","10.6809875509068","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2006","Single year","9.26170292541846","8.34280938119609","10.1805964696408","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2007","Single year","10.0663983623319","9.11005090811015","11.0227458165536","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2008","Single year","8.49174729874365","7.61826508021362","9.36522951727369","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2009","Single year","9.10811013995482","8.20508872284326","10.0111315570663","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2010","Single year","8.63891654577375","7.77109902650003","9.50673406504747","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2011","Single year","6.50430395255999","5.75289998394944","7.25570792117053","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2012","Single year","7.16024559516533","6.36886830910889","7.95162288122177","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2013","Single year","5.52591084892919","4.84073807727476","6.21108362058362","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2014","Single year","6.17596322816964","5.45471111418838","6.89721534215091","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2015","Single year","6.68650404525038","5.94563737689571","7.42737071360505","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2016","Single year","6.75245692295859","6.0084026137572","7.49651123215998","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2017","Single year","7.73777084551103","6.96013402815307","8.51540766286898","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2018","Single year","7.50239288854353","6.73844852140641","8.26633725568065","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_S11","2000","Single year","459","417.009172445656","500.990827554343","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2001","Single year","508","463.82465528247","552.17534471753","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2002","Single year","470","427.508993354755","512.491006645244","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2003","Single year","522","477.220076994234","566.779923005766","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2004","Single year","493","449.481737183083","536.518262816916","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2005","Single year","515","470.521338906645","559.478661093354","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2006","Single year","524","479.134373713903","568.865626286097","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2007","Single year","495","451.393554189276","538.606445810723","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2008","Single year","518","473.391977525118","562.608022474881","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2009","Single year","512","467.65107762081","556.348922379189","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2010","Single year","534","488.708289828593","579.291710171406","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2011","Single year","494","450.437623372652","537.562376627347","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2012","Single year","550","504.034770191135","595.965229808865","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2013","Single year","513","468.607789252887","557.392210747113","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2014","Single year","510","465.737781364305","554.262218635694","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2015","Single year","530","484.878240559926","575.121759440073","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2016","Single year","562","515.536037004684","608.463962995316","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2017","Single year","597","549.111056433093","644.888943566906","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2018","Single year","623","574.079361765279","671.920638234721","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2000","Single year","11.8829865313714","10.7938990490051","12.9720740137378","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2001","Single year","13.1355965586589","11.992494936054","14.2786981812638","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2002","Single year","11.9310146279735","10.8521587165996","13.0098705393475","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2003","Single year","12.9602502669017","11.8484513989183","14.072049134885","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2004","Single year","12.0287436370185","10.9668265601731","13.0906607138639","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2005","Single year","12.3894994264996","11.3190037253683","13.4599951276309","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2006","Single year","12.4321509665523","11.3666404693122","13.4976614637924","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2007","Single year","11.6835251391594","10.6523768561007","12.714673422218","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2008","Single year","12.0538625194433","11.0129447492005","13.094780289686","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2009","Single year","11.8651776056347","10.8332842546363","12.8970709566332","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2010","Single year","12.2371337469327","11.1940712175626","13.2801962763027","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2011","Single year","11.1851101211891","10.1930752215642","12.1771450208139","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2012","Single year","12.5296918833046","11.4759306538354","13.5834531127738","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2013","Single year","11.4620707672792","10.4613568886164","12.4627846459421","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2014","Single year","11.2057201647194","10.2225952804829","12.1888450489559","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2015","Single year","11.3648247057461","10.3862181045889","12.3434313069033","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2016","Single year","11.6850065641377","10.7072045806616","12.6628085476137","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2017","Single year","12.167690467096","11.1793528343338","13.1560280998582","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2018","Single year","12.4127251483144","11.4247281577898","13.4007221388389","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_D13","2000","Single year","100","80.4003601545994","119.5996398454","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2001","Single year","91","72.3031352178188","109.696864782181","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2002","Single year","112","91.257690873055","132.742309126944","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2003","Single year","96","76.7963532945787","115.203646705421","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2004","Single year","89","70.5097367503386","107.490263249661","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2005","Single year","83","65.1438783013328","100.856121698667","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2006","Single year","70","53.6017648068888","86.3982351931111","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2007","Single year","88","69.613908076454","106.386091923546","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2008","Single year","95","75.8966341194557","114.103365880544","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2009","Single year","89","70.5097367503386","107.490263249661","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2010","Single year","65","49.1982651792558","80.8017348207441","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2011","Single year","91","72.3031352178188","109.696864782181","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2012","Single year","75","58.0262139888574","91.9737860111425","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2013","Single year","77","59.8013858350898","94.1986141649101","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2014","Single year","71","54.485049916234","87.514950083766","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2015","Single year","85","66.93002490984","103.069975090159","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2016","Single year","84","66.0366333629159","101.963366637084","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2017","Single year","90","71.4061490308631","108.593850969136","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2018","Single year","66","50.0771773178932","81.9228226821067","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2019","Single year","79","61.5794590544714","96.4205409455285","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2020","Single year","74","57.1397522932975","90.8602477067024","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2000","Single year","2.599735121906","2.08917451192332","3.11029573188868","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2001","Single year","2.33613432324643","1.85589041075056","2.81637823574231","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2002","Single year","2.83215983453188","2.30756124202314","3.35675842704063","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2003","Single year","2.38349430195893","1.90670490092556","2.86028370299231","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2004","Single year","2.17442712991347","1.72262667389712","2.62622758592982","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2005","Single year","1.99548816190149","1.56598810998935","2.42498821381364","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2006","Single year","1.6490399379382","1.26234500483816","2.03573487103824","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2007","Single year","2.05311522398057","1.6235378754112","2.48269257254995","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2008","Single year","2.19312446140538","1.7508264711548","2.63542245165596","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2009","Single year","2.0211293796641","1.59938675107805","2.44287200825015","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2010","Single year","1.46768074923841","1.10970671229607","1.82565478618076","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2011","Single year","2.07046374254689","1.64278978921431","2.49813769587948","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2012","Single year","1.70755272139782","1.31861260136498","2.09649284143066","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2013","Single year","1.74485409430417","1.35212783881692","2.13758034979141","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2014","Single year","1.56380192147967","1.19664232248988","1.93096152046945","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2015","Single year","1.78618129611245","1.40136161708789","2.17100097513701","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2016","Single year","1.77403297641125","1.39005457322294","2.15801137959956","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2017","Single year","1.82637591729807","1.4440444223107","2.20870741228544","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2018","Single year","1.29937424254518","0.98137679245627","1.6173716926341","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2019","Single year","1.5291147531741","1.18679043590792","1.87143907044028","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2020","Single year","1.48339858579272","1.1406410434693","1.82615612811613","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_S13","2009","Single year","521","476.262990202946","565.737009797053","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2010","Single year","544","498.28617716207","589.713822837929","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2011","Single year","509","464.781196988913","553.218803011087","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2012","Single year","545","499.244180072057","590.755819927942","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2013","Single year","533","487.750717669448","578.249282330551","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2014","Single year","515","470.521338906645","559.478661093354","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2015","Single year","548","502.11841945028","593.881580549719","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2016","Single year","581","533.757142605222","628.242857394777","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2017","Single year","635","585.610463141058","684.389536858941","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2018","Single year","629","579.844353343521","678.155646656479","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2019","Single year","661","610.609482236448","711.390517763551","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2020","Single year","591","543.352312091453","638.647687908546","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2009","Single year","12.0865627474864","11.0445586092706","13.1285668857022","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2010","Single year","12.4576763512192","11.4056764529831","13.5096762494553","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2011","Single year","11.5389574508609","10.5305397893236","12.5473751123982","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2012","Single year","12.3981819846956","11.3507762378098","13.4455877315814","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2013","Single year","11.9135486371859","10.8931745838085","12.9339226905633","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2014","Single year","11.3576893094932","10.3662748029136","12.3491038160727","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2015","Single year","11.7527882289212","10.7575747222148","12.7480017356277","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2016","Single year","12.085538021279","11.0907988763814","13.0802771661765","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2017","Single year","13.0114607676164","11.9865235730857","14.0363979621471","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2018","Single year","12.5292816333251","11.5365648541651","13.5219984124851","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2019","Single year","13.0564794428252","12.0481334912235","14.0648253944269","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2020","Single year","11.4582232906278","10.5207932057435","12.3956533755121","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_F11A","2000","Single year","252","220.886536309582","283.113463690417","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2001","Single year","290","256.623016043966","323.376983956033","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2002","Single year","305","270.770700557684","339.229299442315","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2003","Single year","337","301.019844044613","372.980155955386","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2004","Single year","356","319.019473500677","392.980526499322","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2005","Single year","330","294.395486089133","365.604513910866","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2006","Single year","382","343.692856155735","420.307143844264","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2007","Single year","422","381.737168227595","462.262831772404","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2008","Single year","475","432.283575292053","517.716424707947","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2009","Single year","454","412.238506916118","495.761493083882","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2010","Single year","526","481.04883383398","570.951166166019","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2011","Single year","493","449.481737183083","536.518262816916","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2012","Single year","517","472.43505626281","561.564943737189","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2013","Single year","478","435.148893639816","520.851106360183","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2014","Single year","543","497.328212870121","588.671787129878","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2015","Single year","545","499.244180072057","590.755819927942","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2016","Single year","544","498.28617716207","589.713822837929","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2017","Single year","582","534.716503580594","629.283496419406","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2018","Single year","647","597.145974515701","696.854025484298","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2000","Single year","6.7438209436197","5.91055846008066","7.57708342715875","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2001","Single year","7.55573035226919","6.68584779686828","8.42561290767011","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2002","Single year","7.74105446682116","6.87222591812314","8.60988301551918","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2003","Single year","8.36705812250167","7.47374044850941","9.26037579649393","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2004","Single year","8.66068061352241","7.76095297565747","9.56040825138735","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2005","Single year","7.77589288676215","6.93670273667607","8.61508303684823","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2006","Single year","8.69491082255789","7.82236521735918","9.5674564277566","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2007","Single year","9.29642104627269","8.40818562686273","10.1846564656826","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
